TRADEDATE,ISIN,SECID,SHORTNAME,NAME,BOARDID,TYPE,MATDATE,OFFERDATE,FACEVALUE,FACEUNIT,ISSUESIZE,LOTVALUE,COUPONPERCENT,COUPONVALUE,COUPONFREQUENCY,COUPONPERIOD,OPEN,LOW,HIGH,CLOSE,WAPRICE,VOLUME,VALUE,NUMTRADES,ACCINT,YIELDCLOSE,YIELDATWAP,DURATION_DAYS,DURATION_YEARS,STATUS
2026-04-24,RU000A10BTA6,RU000A10BTA6,РЖД 1Р-43R,РЖД БО 001P-43R,TQCB,exchange_bond,2035-04-27,,1000.0,SUR,40000000.0,,15.9,13.07,12.0,,105.6,104.25,108.98,105.15,105.17,80629,84796560.3,248,4.36,14.76,14.75,902.0,2.47,OK
2026-04-24,RU000A10BTC2,RU000A10BTC2,РостелP18R,Ростелеком ПАО 001P-18R,TQCB,exchange_bond,2027-06-08,,1000.0,SUR,15000000.0,,0.0,0.0,12.0,,100.68,100.65,100.8,100.66,100.66,431,433849.6,23,4.59,15.02,15.02,375.0,1.03,OK
2026-04-24,RU000A10BTJ7,RU000A10BTJ7,Ульоб34010,Минфин Ульяновской обл. 34010,TQCB,subfederal_bond,2028-07-14,,1000.0,SUR,4000000.0,,18.5,46.12,4.0,,104.42,103.95,104.44,104.07,104.13,2083,2169065.3,249,3.55,15.49,15.43,398.0,1.09,OK
2026-04-24,RU000A10BV22,RU000A10BV22,Башкорт25,Республика Башкортостан 34015,TQCB,subfederal_bond,2027-06-22,,1000.0,SUR,7000000.0,,16.25,13.36,12.0,,105.25,102.7,105.41,102.84,102.91,823,846952.3,58,1.78,13.84,13.75,321.0,0.88,OK
2026-04-24,RU000A10BW62,RU000A10BW62,МТС 2P-12,Мобильные ТелеСистемы 002P-12,TQCB,exchange_bond,2030-06-01,,1000.0,SUR,15000000.0,,18.0,14.79,12.0,,100.76,100.45,100.76,100.5,100.55,5255,5284004.1,308,0.49,15.9,15.54,58.0,0.16,OK
2026-04-24,RU000A10BW70,RU000A10BW70,Томскобл25,Томская область 34074,TQCB,subfederal_bond,2028-03-13,,1000.0,SUR,5000000.0,,18.25,15.0,12.0,,106.94,106.5,106.94,106.62,106.69,2586,2759065.3,257,1.5,15.0,14.95,565.0,1.55,OK
2026-04-24,RU000A10C5F9,RU000A10C5F9,ЧеркизБ2P2,ГруппаЧеркизово БО-002P-02,TQCB,exchange_bond,2027-07-12,,1000.0,SUR,10000000.0,,0.0,0.0,12.0,,100.51,100.32,100.73,100.73,100.59,354,356080.2,37,2.79,15.14,15.28,404.0,1.11,OK
2026-04-24,RU000A10C5Y0,RU000A10C5Y0,ИКС5Фи3P13,ИКС 5 ФИНАНС 003P-13,TQCB,exchange_bond,2035-07-06,,1000.0,SUR,11000000.0,,14.1,11.59,12.0,,100.94,100.33,100.99,100.99,100.8,189,190503.4,60,0.0,14.17,14.34,467.0,1.28,OK
2026-04-24,RU000A10C618,RU000A10C618,Магнит4P08,Магнит ПАО БО-004Р-08,TQCB,exchange_bond,2027-09-12,,1000.0,SUR,75000000.0,,14.95,12.29,12.0,,102.48,102.0,103.01,102.01,102.36,16120,16499874.2,243,1.64,14.2,13.88,457.0,1.25,OK
2026-04-24,RU000A10C6L5,RU000A10C6L5,Атомэнпр07,Атомэнергопром АО 001Р-07,TQCB,exchange_bond,2030-07-19,,1000.0,SUR,80000000.0,,14.35,35.78,4.0,,102.41,101.64,102.42,101.94,102.12,108177,110465682.4,1144,0.0,14.46,14.4,1187.0,3.25,OK
2026-04-24,RU000A10C6W2,RU000A10C6W2,Абрау2P-01,ПАО Абрау – Дюрсо 002P-01,TQCB,exchange_bond,2027-01-19,,1000.0,SUR,500000.0,,15.5,12.74,12.0,,100.84,100.56,101.39,100.7,100.82,2517,2537535.1,336,0.0,15.49,15.29,254.0,0.7,OK
2026-04-24,RU000A10C8C0,RU000A10C8C0,РЖД 1Р-44R,РЖД БО 001P-44R,TQCB,exchange_bond,2029-02-10,,1000.0,SUR,40000000.0,,13.95,11.47,12.0,,100.49,100.3,100.73,100.69,100.63,50774,51092906.2,842,10.32,14.55,14.58,851.0,2.33,OK
2026-04-24,RU000A10C8T4,RU000A10C8T4,СибурХ1Р07,СИБУР Холдинг 001Р-07,TQCB,exchange_bond,2029-02-11,,1000.0,SUR,40000000.0,,13.95,11.47,12.0,,101.77,101.37,101.9,101.56,101.75,16257,16542257.4,414,9.94,14.13,14.03,844.0,2.31,OK
2026-04-24,RU000A10CC24,RU000A10CC24,РусГид2Р07,РусГидро БО-002Р-07,TQCB,exchange_bond,2028-07-26,,1000.0,SUR,50000000.0,,13.85,11.38,12.0,,101.6,100.76,101.83,101.13,101.23,2561,2592431.5,249,6.07,14.1,14.04,706.0,1.93,OK
2026-04-24,RU000A10CC99,RU000A10CC99,МБЭС 2P-04,Межд.Банк Эк.Сотруд. 002P-04,TQCB,corporate_bond,2035-06-23,,1000.0,SUR,6000000.0,,14.65,12.04,12.0,,100.93,100.51,101.15,101.1,101.06,27016,27303207.1,98,5.22,15.03,15.05,706.0,1.93,OK
2026-04-24,RU000A10CDZ5,RU000A10CDZ5,РЖД 1Р-45R,РЖД БО 001P-45R,TQCB,exchange_bond,2029-06-24,,1000.0,SUR,30000000.0,,13.85,11.38,12.0,,100.38,100.15,100.49,100.48,100.45,6913,6943960.5,394,4.93,14.55,14.56,936.0,2.56,OK
2026-04-24,RU000A10CF88,RU000A10CF88,ГПБ006Р01P,ГПБ (АО) БО 006Р-01P,TQCB,exchange_bond,2030-08-26,,1000.0,SUR,3422187.0,,,,,,55.7,55.62,56.5,56.12,55.88,359,200615.4,58,,14.26,14.37,1582.0,4.33,OK
2026-04-24,RU000A10CKZ0,RU000A10CKZ0,ЕврХол3P04,ЕвразХолдинг Финанс 003P-04,TQCB,exchange_bond,2028-02-13,,1000.0,SUR,60000000.0,,13.9,11.42,12.0,,100.37,100.2,100.8,100.58,100.68,291527,293521189.1,423,0.0,14.4,14.33,585.0,1.6,OK
2026-04-24,RU000A10CMD3,RU000A10CMD3,РостелP19R,Ростелеком ПАО 001P-19R,TQCB,exchange_bond,2027-10-22,,1000.0,SUR,20000000.0,,13.3,10.93,12.0,,99.79,99.71,99.9,99.75,99.83,1369,1366713.1,61,8.75,14.35,14.28,491.0,1.35,OK
2026-04-24,RU000A10CMT9,RU000A10CMT9,ЯНДЕКС1Р2,МКПАО ЯНДЕКС 001Р-02,TQCB,exchange_bond,2028-02-26,,1000.0,SUR,25000000.0,,13.5,11.1,12.0,,100.62,100.45,101.14,100.5,100.86,9228,9307370.4,749,6.29,14.03,13.78,593.0,1.62,OK
2026-04-24,RU000A10CP78,RU000A10CP78,ПСБ 4P-01,"ПАО ""ПСБ"" 004P-01",TQCB,exchange_bond,2028-09-05,,1000.0,SUR,25000000.0,,14.25,11.71,12.0,,101.79,101.4,102.33,101.4,101.83,3743,3811558.1,249,6.64,14.43,14.19,733.0,2.01,OK
2026-04-24,RU000A10CQ85,RU000A10CQ85,МТС 1P-29,Мобильные ТелеСистемы 001P-29,TQCB,exchange_bond,2030-08-17,,1000.0,SUR,15000000.0,,14.0,11.51,12.0,,99.87,99.87,100.38,100.22,100.3,1456,1460372.7,312,5.37,14.63,14.52,299.0,0.82,OK
2026-04-24,RU000A10CQG7,RU000A10CQG7,ГПБ006Р02P,ГПБ (АО) БО 006Р-02P,TQCB,exchange_bond,2030-09-25,,1000.0,SUR,1418565.0,,,,,,55.76,55.7,58.41,58.38,55.78,75,41836.5,10,,12.96,14.13,1612.0,4.42,OK
2026-04-24,RU000A10CS75,RU000A10CS75,Аэрофл2Б02,Аэрофлот П02-БО-02,TQCB,exchange_bond,2030-08-24,,1000.0,SUR,30000000.0,,0.0,0.0,12.0,,99.52,99.26,99.52,99.39,99.35,10114,10047943.1,402,3.18,15.1,15.12,1186.0,3.25,OK
2026-04-24,RU000A10CS91,RU000A10CS91,Росагрл2Р4,Росагролизинг 002P-04,TQCB,exchange_bond,2028-10-09,,1000.0,SUR,7000000.0,,0.0,0.0,12.0,,99.61,99.28,99.65,99.57,99.61,521,518979.0,28,0.0,15.45,15.43,756.0,2.07,OK
2026-04-24,RU000A10CSP4,RU000A10CSP4,Башкрт125,Республика Башкортостан 34016,TQCB,subfederal_bond,2027-09-20,,1000.0,SUR,5000000.0,,14.0,11.51,12.0,,100.99,100.99,101.4,101.24,101.26,48,48602.8,20,9.97,13.81,13.8,452.0,1.24,OK
2026-04-24,RU000A10CSQ2,RU000A10CSQ2,НоваБев3Р1,НоваБев Групп 003Р-01,TQCB,exchange_bond,2028-09-06,,1000.0,SUR,7000000.0,,14.5,11.92,12.0,,100.96,100.74,101.49,100.94,100.92,4384,4424270.2,271,1.59,14.92,14.93,668.0,1.83,OK
2026-04-24,RU000A10CSX8,RU000A10CSX8,ИКС5Фи3P14,ИКС 5 ФИНАНС 003P-14,TQCB,exchange_bond,2035-09-02,,1000.0,SUR,15000000.0,,0.0,0.0,12.0,,99.81,99.67,99.98,99.83,99.86,433,432404.5,33,0.88,14.35,14.33,744.0,2.04,OK
2026-04-24,RU000A10CT33,RU000A10CT33,Атомэнпр08,Атомэнергопром АО 001Р-08,TQCB,exchange_bond,2030-09-17,,1000.0,SUR,30000000.0,,14.7,36.65,4.0,,103.85,103.38,103.95,103.64,103.79,35150,36481409.5,181,12.48,14.29,14.24,1202.0,3.29,OK
2026-04-24,RU000A10CT41,RU000A10CT41,РостелP20R,Ростелеком ПАО 001P-20R,TQCB,exchange_bond,2028-09-07,,1000.0,SUR,15000000.0,,0.0,0.0,12.0,,99.99,99.81,100.0,100.0,99.96,171,170934.8,14,1.34,14.36,14.38,739.0,2.02,OK
2026-04-24,RU000A10CU89,RU000A10CU89,iСелктл1Р6,Селектел 001P-06R,TQCB,exchange_bond,2028-03-14,,1000.0,SUR,6000000.0,,15.4,12.66,12.0,,102.59,101.97,102.99,102.57,102.71,4206,4319850.3,441,0.0,14.76,14.66,601.0,1.65,OK
2026-04-24,RU000A10CWF7,RU000A10CWF7,ПГК3Р01,ПГК 003Р-01,TQCB,exchange_bond,2028-09-14,,1000.0,SUR,12000000.0,,15.75,12.95,12.0,,102.2,102.0,102.87,102.49,102.17,8893,9085709.6,461,11.22,15.52,15.7,724.0,1.98,OK
2026-04-24,RU000A10D1W2,RU000A10D1W2,Мегафн2Р10,МегаФон ПАО БО-002Р-10,TQCB,exchange_bond,2027-10-29,,1000.0,SUR,30000000.0,,0.0,0.0,12.0,,100.17,99.96,100.37,100.2,100.21,448,448947.4,104,7.52,14.4,14.39,494.0,1.35,OK
2026-04-24,RU000A10D2Q2,RU000A10D2Q2,ГазпКап3P6,Газпром капитал БО-003Р-06,TQCB,exchange_bond,2027-09-30,,1000.0,SUR,25000000.0,,0.0,0.0,12.0,,100.18,99.97,100.18,100.01,100.09,92,92086.0,20,7.19,14.94,14.87,469.0,1.28,OK
2026-04-24,RU000A10D3B2,RU000A10D3B2,РусГид2Р09,РусГидро БО-002Р-09,TQCB,exchange_bond,2028-09-28,,1000.0,SUR,5000000.0,,0.0,13.36,12.0,,101.45,100.94,101.45,101.45,101.4,11,11154.2,6,5.39,13.73,13.76,751.0,2.06,OK
2026-04-24,RU000A10D3C0,RU000A10D3C0,РусГид2Р08,РусГидро БО-002Р-08,TQCB,exchange_bond,2028-09-28,,1000.0,SUR,30000000.0,,15.45,12.7,12.0,,104.81,104.01,104.82,104.6,104.52,2290,2393433.1,139,5.08,14.06,14.1,743.0,2.04,OK
2026-04-24,RU000A10D3J5,RU000A10D3J5,ПочтаР3P01,Почта России 003P-01,TQCB,exchange_bond,2028-04-01,,1000.0,SUR,4770000.0,,17.2,14.14,12.0,,103.23,102.95,103.76,103.35,103.27,9561,9873887.5,101,5.65,16.3,16.35,603.0,1.65,OK
2026-04-24,RU000A10D3K3,RU000A10D3K3,ПочтаР3P02,Почта России 003P-02,TQCB,exchange_bond,2028-04-01,,1000.0,SUR,3930000.0,,0.0,0.0,12.0,,98.89,98.49,98.91,98.77,98.73,3952,3901944.0,101,5.88,17.15,17.17,607.0,1.66,OK
2026-04-24,RU000A10D459,RU000A10D459,МТС 2P-13,Мобильные ТелеСистемы 002P-13,TQCB,exchange_bond,2027-10-06,,1000.0,SUR,20000000.0,,0.0,0.0,12.0,,100.01,100.0,100.05,100.0,100.05,4121,4123044.7,34,4.56,15.21,15.17,475.0,1.3,OK
2026-04-24,RU000A10D491,RU000A10D491,ГПБ006Р03P,ГПБ (АО) БО 006Р-03P,TQCB,exchange_bond,2030-10-30,,1000.0,SUR,1096523.0,,,,,,54.17,54.0,54.59,54.16,54.23,116,62907.8,22,,14.56,14.52,1647.0,4.51,OK
2026-04-24,RU000A10D4D6,RU000A10D4D6,Амур 31002,Минфин Амурской обл. 31002,TQCB,subfederal_bond,2027-10-17,,1000.0,SUR,2400000.0,,16.75,41.76,4.0,,103.33,103.12,103.39,103.39,103.37,1673,1729326.1,76,3.21,14.93,14.94,487.0,1.33,OK
2026-04-24,RU000A10D4F1,RU000A10D4F1,Россет1Р18,Россети ПАО БО 001P-18R,TQCB,exchange_bond,2032-09-10,,1000.0,SUR,23500000.0,,0.0,0.0,12.0,,99.75,99.74,100.9,100.9,100.75,16,16120.1,6,4.01,14.19,14.24,1261.0,3.45,OK
2026-04-24,RU000A10D517,SU26253RMFS3,ОФЗ 26253,ОФЗ-ПД 26253 06/10/2038,TQOB,ofz_bond,2038-10-06,,1000.0,SUR,750000000.0,,13.0,64.82,2.0,,94.335,93.19,94.335,93.32,93.539,3002607,2808941697.33,21209,0.71,14.66,14.61,2293.0,6.28,OK
2026-04-24,RU000A10D7Z2,RU000A10D7Z2,МСПФакт1P1,МСП Факторинг 001Р-01,TQCB,exchange_bond,2027-10-14,,1000.0,SUR,1000000.0,,0.0,0.0,12.0,,100.34,100.09,100.46,100.35,100.25,1305,1308272.8,160,0.99,16.44,16.53,479.0,1.31,OK
2026-04-24,RU000A10DA66,RU000A10DA66,Газпнф5P2R,Газпром нефть 005P-02R,TQCB,exchange_bond,2029-04-10,,1000.0,SUR,57000000.0,,0.0,0.0,12.0,,99.94,99.76,99.96,99.94,99.9,8967,8957843.0,237,12.68,14.68,14.7,888.0,2.43,OK
2026-04-24,RU000A10DBD4,RU000A10DBD4,Ульоб34011,Минфин Ульяновской обл. 34011,TQCB,subfederal_bond,2028-09-26,,1000.0,SUR,2000000.0,,17.5,43.63,4.0,,104.07,104.07,104.53,104.35,104.32,1186,1237219.2,82,11.51,15.43,15.46,558.0,1.53,OK
2026-04-24,RU000A10DCJ9,RU000A10DCJ9,РостелP21R,Ростелеком ПАО 001P-21R,TQCB,exchange_bond,2027-10-22,,1000.0,SUR,30000000.0,,0.0,13.52,12.0,,100.0,100.0,100.23,100.21,100.08,885,885682.2,27,10.82,14.77,14.88,485.0,1.33,OK
2026-04-24,RU000A10DDR0,RU000A10DDR0,ЯНДЕКС1Р3,МКПАО ЯНДЕКС 001Р-03,TQCB,exchange_bond,2028-11-02,,1000.0,SUR,40000000.0,,0.0,0.0,12.0,,100.7,100.31,100.7,100.67,100.57,2739,2754510.5,110,3.15,14.22,14.27,777.0,2.13,OK
2026-04-24,RU000A10DDU4,RU000A10DDU4,Магнит5P04,Магнит ПАО БО-005Р-04,TQCB,exchange_bond,2027-11-02,,1000.0,SUR,20000000.0,,0.0,0.0,12.0,,99.97,99.81,100.5,100.2,100.1,91030,91121936.9,69,5.84,14.68,14.76,497.0,1.36,OK
2026-04-24,RU000A10DEN7,RU000A10DEN7,ТомОб34075,Томская область 34075,TQCB,subfederal_bond,2028-12-06,,1000.0,SUR,8000000.0,,16.2,13.32,12.0,,104.7,103.58,104.7,104.18,104.26,1398,1457579.3,165,1.33,14.92,14.88,683.0,1.87,OK
2026-04-24,RU000A10DFN4,RU000A10DFN4,МТС 2P-14,Мобильные ТелеСистемы 002Р-14,TQCB,exchange_bond,2030-10-22,,1000.0,SUR,17000000.0,,0.0,0.0,12.0,,100.36,100.1,100.55,100.47,100.28,1603,1607487.7,63,3.67,14.69,14.8,777.0,2.13,OK
2026-04-24,RU000A10DG60,RU000A10DG60,Новосиб 27,Новосибирская область 34027,TQCB,subfederal_bond,2029-10-13,,1000.0,SUR,22500000.0,,15.1,37.65,4.0,,102.76,102.6,103.29,103.22,102.99,766,788867.0,91,2.48,14.3,14.42,794.0,2.18,OK
2026-04-24,RU000A10DHV3,RU000A10DHV3,Инаркт2Р5,ИНАРКТИКА 002Р-05,TQCB,exchange_bond,2028-11-03,,1000.0,SUR,2300000.0,,0.0,0.0,12.0,,100.01,100.0,100.27,100.15,100.18,2486,2490411.2,44,2.94,16.16,16.15,764.0,2.09,OK
2026-04-24,RU000A10DHX9,RU000A10DHX9,Инаркт2Р4,ИНАРКТИКА 002Р-04,TQCB,exchange_bond,2028-11-03,,1000.0,SUR,700000.0,,15.75,12.95,12.0,,103.8,103.25,104.14,103.76,103.71,3177,3294982.6,212,2.59,14.91,14.94,766.0,2.1,OK
2026-04-24,RU000A10DJA3,RU000A10DJA3,НижгорОб17,Нижегородская область 34017,TQCB,subfederal_bond,2028-12-04,,1000.0,SUR,15000000.0,,17.15,14.1,12.0,,100.38,100.0,100.4,100.32,100.14,1844,1846662.5,84,2.35,15.28,15.4,647.0,1.77,OK
2026-04-24,RU000A10DJR7,RU000A10DJR7,РЖД 1Р-49R,РЖД БО 001P-49R,TQCB,exchange_bond,2035-11-27,,1000.0,SUR,45000000.0,,16.47,13.99,12.0,,99.63,99.59,99.9,99.61,99.61,31646,31521313.7,113,13.87,14.9,14.9,742.0,2.03,OK
2026-04-24,RU000A10DLE1,RU000A10DLE1,ГазпКап3P7,Газпром капитал БО-003Р-07,TQCB,exchange_bond,2029-05-09,,1000.0,SUR,70000000.0,,0.0,0.0,12.0,,100.46,99.76,100.47,100.1,100.05,1653,1653799.1,137,13.15,14.61,14.63,908.0,2.49,OK
2026-04-24,RU000A10DLP7,RU000A10DLP7,ДФЮгр34002,Депфин Югры 34002,TQCB,subfederal_bond,2028-11-26,,1000.0,SUR,10000000.0,,14.8,36.9,4.0,,102.04,101.3,102.91,101.54,101.3,44473,45052270.9,101,21.9,14.45,14.63,532.0,1.46,OK
2026-04-24,RU000A10DM96,RU000A10DM96,Россет1Р19,Россети ПАО БО 001P-19R,TQCB,exchange_bond,2028-09-13,,1000.0,SUR,35000000.0,,0.0,0.0,12.0,,100.15,100.1,100.53,100.27,100.26,580,581491.3,71,12.07,14.27,14.27,745.0,2.04,OK
2026-04-24,RU000A10DMP5,RU000A10DMP5,ГПБ006Р04P,ГПБ (АО) БО 006Р-04P,TQCB,exchange_bond,2030-12-16,,1000.0,SUR,2832860.0,,,,,,53.64,53.35,53.99,53.35,53.63,6755,3622818.2,122,,14.5,14.37,1694.0,4.64,OK
2026-04-24,RU000A10DMS9,RU000A10DMS9,ЯНАО34005,Деп Финансов ЯНАО 34005,TQCB,subfederal_bond,2028-12-01,,1000.0,SUR,36000000.0,,16.5,13.56,12.0,,100.11,99.99,100.11,100.09,100.0,12437,12437337.0,128,3.62,14.65,14.71,661.0,1.81,OK
2026-04-24,RU000A10DQL5,RU000A10DQL5,МЕТИН2P03,МЕТАЛЛОИНВЕСТ 002P-03,TQCB,exchange_bond,2030-12-02,,1000.0,SUR,20000000.0,,0.0,0.0,12.0,,100.66,100.16,100.66,100.56,100.36,2421,2429600.1,166,7.82,17.96,18.03,1171.0,3.21,OK
2026-04-24,RU000A10DRF5,RU000A10DRF5,Газпнф5P3R,Газпром нефть 005P-03R,TQCB,exchange_bond,2028-11-23,,1000.0,SUR,50000000.0,,0.0,0.0,12.0,,100.23,100.01,100.23,100.15,100.06,162,162093.5,28,7.28,14.68,14.73,786.0,2.15,OK
2026-04-24,RU000A10DS74,RU000A10DS74,Сбер Sb51R,Сбербанк ПАО 001Р-SBER51,TQCB,exchange_bond,2028-06-03,,1000.0,SUR,100000000.0,,14.85,12.21,12.0,,103.18,102.65,103.42,102.94,103.02,62856,64757370.9,1562,3.66,14.08,14.03,663.0,1.82,OK
2026-04-24,RU000A10DSG1,RU000A10DSG1,Новосиб 28,Новосибирская область 34028,TQCB,subfederal_bond,2028-12-26,,1000.0,SUR,17500000.0,,16.9,13.89,12.0,,100.8,100.31,100.81,100.57,100.41,2728,2739277.1,225,7.87,14.74,14.84,659.0,1.81,OK
2026-04-24,RU000A10DSL1,RU000A10DSL1,ПГК3Р02,ПГК 003Р-02,TQCB,exchange_bond,2030-11-16,,1000.0,SUR,23200000.0,,15.95,13.11,12.0,,101.97,101.53,101.97,101.69,101.77,40455,41182774.2,928,5.68,16.34,16.3,856.0,2.35,OK
2026-04-24,RU000A10DSM9,RU000A10DSM9,ПГК3Р03,ПГК 003Р-03,TQCB,exchange_bond,2030-11-16,,1000.0,SUR,8650000.0,,0.0,0.0,12.0,,99.98,99.95,100.05,100.02,100.04,5740,5742274.3,169,6.23,15.45,15.44,522.0,1.43,OK
2026-04-24,RU000A10DTG9,RU000A10DTG9,ВТБЛИЗ 1Р4,ВТБ Лизинг 001Р-МБ-04,TQCB,exchange_bond,2028-11-30,,920.0,SUR,3000000.0,,16.5,12.48,12.0,,103.0,102.7,103.05,102.95,102.88,5994,5673508.44,160,3.74,15.08,15.14,452.0,1.24,OK
2026-04-24,RU000A10DWF5,RU000A10DWF5,Башкрт225,Республика Башкортостан 24017,TQCB,subfederal_bond,2029-11-27,,1000.0,SUR,4000000.0,,16.75,13.77,12.0,,100.85,100.49,101.34,100.56,100.7,1558,1568835.6,130,3.21,14.76,14.67,678.0,1.86,OK
2026-04-24,RU000A10DWQ2,RU000A10DWQ2,ТомОб34076,Томская область 34076,TQCB,subfederal_bond,2030-11-26,,1000.0,SUR,10000000.0,,16.0,39.45,4.0,,107.2,105.7,107.23,106.1,106.49,1051,1119175.7,177,14.47,14.76,14.63,1118.0,3.06,OK
2026-04-24,RU000A10DY92,RU000A10DY92,АЛРОСА2Р1,АЛРОСА 002Р-01,TQCB,exchange_bond,2027-12-13,,1000.0,SUR,20000000.0,,0.0,0.0,12.0,,100.55,100.0,100.55,100.0,100.3,1045,1048106.3,63,0.9,14.69,14.46,533.0,1.46,OK
2026-04-24,RU000A10DYC8,RU000A10DYC8,ФПК2Р01,ФПК 002Р-01,TQCB,exchange_bond,2028-06-10,,1000.0,SUR,30000000.0,,15.4,12.66,12.0,,103.22,103.22,104.36,103.3,103.52,12049,12472852.9,399,0.84,14.49,14.35,667.0,1.83,OK
2026-04-24,RU000A10DYG9,RU000A10DYG9,Атомэнпр10,Атомэнергопром АО 001Р-10,TQCB,exchange_bond,2031-06-18,,1000.0,SUR,25000000.0,,15.15,37.77,4.0,,105.6,104.56,106.1,105.36,105.51,14443,15238959.7,860,12.45,14.4,14.35,1336.0,3.66,OK
2026-04-24,RU000A10DYH7,RU000A10DYH7,ГПБФин1Р7,ГПБ Финанс 001Р-07Р,TQCB,exchange_bond,2027-06-17,,1000.0,SUR,20000000.0,,0.0,0.0,12.0,,100.0,99.98,100.0,99.98,99.99,919,918971.2,15,0.41,17.15,16.62,8.0,0.02,OK
2026-04-24,RU000A10DYP0,RU000A10DYP0,ИКС5Фи3P15,ИКС 5 ФИНАНС 003P-15,TQCB,exchange_bond,2035-12-03,,1000.0,SUR,20000000.0,,14.5,11.92,12.0,,101.43,101.4,102.92,101.4,101.85,890,906469.4,217,0.0,14.02,13.55,391.0,1.07,OK
2026-04-24,RU000A10DZL6,RU000A10DZL6,ТомОб35077,Томская область 35077,TQCB,subfederal_bond,2032-11-15,,1000.0,SUR,5000000.0,,17.8,43.89,4.0,,101.92,101.6,101.99,101.99,101.88,315,320934.5,9,16.09,14.93,14.96,1396.0,3.82,OK
2026-04-24,RU000A10DZN2,RU000A10DZN2,ТомОб35078,Томская область 35078,TQCB,subfederal_bond,2032-10-06,,1000.0,SUR,5000000.0,,15.1,37.23,4.0,,109.52,106.92,109.69,107.74,108.34,76,82335.7,29,13.65,13.8,13.64,1430.0,3.92,OK
2026-04-24,RU000A10DZT9,RU000A10DZT9,А101 1P03,А101 БО-001Р-03,TQCB,exchange_bond,2027-12-16,,1000.0,SUR,6350000.0,,0.0,0.0,12.0,,101.1,100.31,101.38,101.05,101.08,2173,2196545.2,76,15.14,16.91,16.88,526.0,1.44,OK
2026-04-24,RU000A10DZU7,RU000A10DZU7,А101 1P02,А101 БО-001Р-02,TQCB,exchange_bond,2027-12-16,,1000.0,SUR,4150000.0,,17.0,13.97,12.0,,103.15,103.0,103.84,103.41,103.5,5228,5411006.0,329,13.51,15.67,15.6,527.0,1.44,OK
2026-04-24,RU000A10DZW3,RU000A10DZW3,РЖД 1Р-50R,РЖД БО 001P-50R,TQCB,exchange_bond,2035-12-04,,1000.0,SUR,25000000.0,,15.35,12.62,12.0,,104.68,104.01,104.97,104.1,104.41,10678,11148526.3,372,12.2,14.8,14.68,1010.0,2.77,OK
2026-04-24,RU000A10E5X0,RU000A10E5X0,РусГид2Р11,РусГидро БО-002Р-11,TQCB,exchange_bond,2028-04-16,,1000.0,SUR,30000000.0,,0.0,0.0,12.0,,100.72,100.26,100.72,100.27,100.58,108,108630.3,28,12.22,14.48,14.28,631.0,1.73,OK
2026-04-24,RU000A10E630,RU000A10E630,Газпнф5P4R,Газпром нефть 005P-04R,TQCB,exchange_bond,2029-01-12,,1000.0,SUR,138000000.0,,0.0,13.56,12.0,,99.99,99.79,100.17,99.94,99.8,141036,140757585.3,75,11.75,14.68,14.75,818.0,2.24,OK
2026-04-24,RU000A10E6Q2,RU000A10E6Q2,ИКС5Фи3P16,ИКС 5 ФИНАНС 003P-16,TQCB,exchange_bond,2036-01-14,,1000.0,SUR,20000000.0,,0.0,0.0,12.0,,101.51,101.51,102.49,101.8,102.39,183,187382.6,11,8.04,13.26,12.89,637.0,1.75,OK
2026-04-24,RU000A10E6V2,RU000A10E6V2,ИКС5Фи3P17,ИКС 5 ФИНАНС 003P-17,TQCB,exchange_bond,2036-01-12,,1000.0,SUR,15000000.0,,14.5,11.92,12.0,,102.06,100.9,102.52,102.09,101.72,860,874755.0,79,7.95,14.1,14.35,612.0,1.68,OK
2026-04-24,RU000A10E739,RU000A10E739,РостелP22R,Ростелеком ПАО 001P-22R,TQCB,exchange_bond,2028-07-23,,1000.0,SUR,15000000.0,,14.75,12.12,12.0,,102.9,101.51,103.06,102.63,102.75,5138,5279257.0,170,7.68,14.23,14.16,697.0,1.91,OK
2026-04-24,RU000A10E7G1,RU000A10E7G1,НоваБев3Р2,НоваБев Групп 003Р-02,TQCB,exchange_bond,2029-01-20,,1000.0,SUR,5000000.0,,15.25,12.53,12.0,,104.21,103.23,104.41,103.51,103.95,546,567564.4,67,7.52,14.45,14.22,758.0,2.08,OK
2026-04-24,RU000A10E7W8,RU000A10E7W8,МЕТИН2P04,МЕТАЛЛОИНВЕСТ 002P-04,TQCB,exchange_bond,2030-02-08,,1000.0,SUR,75000000.0,,0.0,0.0,12.0,,100.14,100.05,100.29,100.25,100.09,12026,12037273.7,120,6.46,15.04,15.11,1068.0,2.93,OK
2026-04-24,RU000A10E8N5,RU000A10E8N5,МТС 2Р-16,Мобильные ТелеСистемы 002Р-16,TQCB,exchange_bond,2032-01-11,,1000.0,SUR,20000000.0,,0.0,0.0,12.0,,99.91,99.91,100.12,99.97,100.0,5667,5667259.9,61,5.51,14.96,14.94,834.0,2.28,OK
